,Name,rel_date,orig_price,discounted_price,discount%
6181,Path of Exile,10-23-2013,0.0,0.0,0.0
6182,Fallout Shelter,03-29-2017,0.0,0.0,0.0
6183,Factorio,02-25-2016,20.0,20.0,0.0
6184,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
6185,Stellaris,05-9-2016,39.99,39.99,0.0
6186,RimWorld,07-15-2016,29.99,29.99,0.0
6187,Portal Knights,02-25-2016,14.99,11.24,25.02
6188,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
6189,TERA,05-5-2015,0.0,0.0,0.0
6190,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
6191,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
6192,Stardew Valley,02-26-2016,14.99,14.99,0.0
6193,Bayonetta,04-11-2017,19.99,19.99,0.0
6194,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
6195,LEGO Batman,10-10-2008,19.99,4.99,75.04
6196,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
6197,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
6198,Silence,11-15-2016,29.99,14.99,50.02
6199,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
6200,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
6201,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
6202,Outlast 2,04-24-2017,29.99,29.99,0.0
6203,SMITE,09-8-2015,0.0,0.0,0.0
6204,Rocket League,07-6-2015,19.99,19.99,0.0
6205,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
6206,Warframe,03-25-2013,0.0,0.0,0.0
6207,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
6208,The Long Dark,09-22-2014,19.99,9.99,50.03
6209,NieR:Automata ,03-17-2017,59.99,59.99,0.0
6210,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
6211,Team Fortress 2,10-10-2007,0.0,0.0,0.0
6212,War Thunder,08-15-2013,0.0,0.0,0.0
6213,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
6214,Space Engineers,10-23-2013,24.99,24.99,0.0
6215,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
6216,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
6217,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
6218,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
6219,Dota 2,07-9-2013,0.0,0.0,0.0
6220,Earthfall,04-26-2017,29.99,29.99,0.0
6221,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
6222,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
6223,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
6224,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
6225,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
6226,Street Fighter V,02-15-2016,39.99,39.99,0.0
6227,Star Trek Online,01-31-2012,0.0,0.0,0.0
6228,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
6229,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
6230,Scanner Sombre,04-26-2017,11.99,9.59,20.02
6231,Path of Exile,10-23-2013,0.0,0.0,0.0
6232,Fallout Shelter,03-29-2017,0.0,0.0,0.0
6233,Factorio,02-25-2016,20.0,20.0,0.0
6234,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
6235,Stellaris,05-9-2016,39.99,39.99,0.0
6236,RimWorld,07-15-2016,29.99,29.99,0.0
6237,Portal Knights,02-25-2016,14.99,11.24,25.02
6238,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
6239,TERA,05-5-2015,0.0,0.0,0.0
6240,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
6241,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
6242,Stardew Valley,02-26-2016,14.99,14.99,0.0
6243,Bayonetta,04-11-2017,19.99,19.99,0.0
6244,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
6245,LEGO Batman,10-10-2008,19.99,4.99,75.04
6246,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
6247,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
6248,Silence,11-15-2016,29.99,14.99,50.02
6249,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
6250,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
6251,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
6252,Outlast 2,04-24-2017,29.99,29.99,0.0
6253,SMITE,09-8-2015,0.0,0.0,0.0
6254,Rocket League,07-6-2015,19.99,19.99,0.0
6255,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
6256,Warframe,03-25-2013,0.0,0.0,0.0
6257,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
6258,The Long Dark,09-22-2014,19.99,9.99,50.03
6259,NieR:Automata ,03-17-2017,59.99,59.99,0.0
6260,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
6261,Team Fortress 2,10-10-2007,0.0,0.0,0.0
6262,War Thunder,08-15-2013,0.0,0.0,0.0
6263,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
6264,Space Engineers,10-23-2013,24.99,24.99,0.0
6265,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
6266,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
6267,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
6268,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
6269,Dota 2,07-9-2013,0.0,0.0,0.0
6270,Earthfall,04-26-2017,29.99,29.99,0.0
6271,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
6272,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
6273,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
6274,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
6275,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
6276,Street Fighter V,02-15-2016,39.99,39.99,0.0
6277,Star Trek Online,01-31-2012,0.0,0.0,0.0
6278,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
6279,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
6280,Scanner Sombre,04-26-2017,11.99,9.59,20.02
6281,Path of Exile,10-23-2013,0.0,0.0,0.0
6282,Fallout Shelter,03-29-2017,0.0,0.0,0.0
6283,Factorio,02-25-2016,20.0,20.0,0.0
6284,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
6285,Stellaris,05-9-2016,39.99,39.99,0.0
6286,RimWorld,07-15-2016,29.99,29.99,0.0
6287,Portal Knights,02-25-2016,14.99,11.24,25.02
6288,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
6289,TERA,05-5-2015,0.0,0.0,0.0
6290,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
6291,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
6292,Stardew Valley,02-26-2016,14.99,14.99,0.0
6293,Bayonetta,04-11-2017,19.99,19.99,0.0
6294,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
6295,LEGO Batman,10-10-2008,19.99,4.99,75.04
6296,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
6297,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
6298,Silence,11-15-2016,29.99,14.99,50.02
6299,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
6300,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
6301,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
6302,Outlast 2,04-24-2017,29.99,29.99,0.0
6303,SMITE,09-8-2015,0.0,0.0,0.0
6304,Rocket League,07-6-2015,19.99,19.99,0.0
6305,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
6306,Warframe,03-25-2013,0.0,0.0,0.0
6307,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
6308,The Long Dark,09-22-2014,19.99,9.99,50.03
6309,NieR:Automata ,03-17-2017,59.99,59.99,0.0
6310,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
6311,Team Fortress 2,10-10-2007,0.0,0.0,0.0
6312,War Thunder,08-15-2013,0.0,0.0,0.0
6313,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
6314,Space Engineers,10-23-2013,24.99,24.99,0.0
6315,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
6316,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
6317,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
6318,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
6319,Dota 2,07-9-2013,0.0,0.0,0.0
6320,Earthfall,04-26-2017,29.99,29.99,0.0
6321,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
6322,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
6323,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
6324,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
6325,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
6326,Street Fighter V,02-15-2016,39.99,39.99,0.0
6327,Star Trek Online,01-31-2012,0.0,0.0,0.0
6328,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
6329,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
6330,Scanner Sombre,04-26-2017,11.99,9.59,20.02
6331,Path of Exile,10-23-2013,0.0,0.0,0.0
6332,Fallout Shelter,03-29-2017,0.0,0.0,0.0
6333,Factorio,02-25-2016,20.0,20.0,0.0
6334,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
6335,Stellaris,05-9-2016,39.99,39.99,0.0
6336,RimWorld,07-15-2016,29.99,29.99,0.0
6337,Portal Knights,02-25-2016,14.99,11.24,25.02
6338,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
6339,TERA,05-5-2015,0.0,0.0,0.0
6340,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
6341,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
6342,Stardew Valley,02-26-2016,14.99,14.99,0.0
6343,Bayonetta,04-11-2017,19.99,19.99,0.0
6344,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
6345,LEGO Batman,10-10-2008,19.99,4.99,75.04
6346,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
6347,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
6348,Silence,11-15-2016,29.99,14.99,50.02
6349,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
6350,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
6351,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
6352,Outlast 2,04-24-2017,29.99,29.99,0.0
6353,SMITE,09-8-2015,0.0,0.0,0.0
6354,Rocket League,07-6-2015,19.99,19.99,0.0
6355,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
6356,Warframe,03-25-2013,0.0,0.0,0.0
6357,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
6358,The Long Dark,09-22-2014,19.99,9.99,50.03
6359,NieR:Automata ,03-17-2017,59.99,59.99,0.0
6360,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
6361,Team Fortress 2,10-10-2007,0.0,0.0,0.0
6362,War Thunder,08-15-2013,0.0,0.0,0.0
6363,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
6364,Space Engineers,10-23-2013,24.99,24.99,0.0
6365,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
6366,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
6367,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
6368,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
6369,Dota 2,07-9-2013,0.0,0.0,0.0
6370,Earthfall,04-26-2017,29.99,29.99,0.0
6371,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
6372,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
6373,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
6374,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
6375,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
6376,Street Fighter V,02-15-2016,39.99,39.99,0.0
6377,Star Trek Online,01-31-2012,0.0,0.0,0.0
6378,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
6379,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
6380,Scanner Sombre,04-26-2017,11.99,9.59,20.02
6381,Path of Exile,10-23-2013,0.0,0.0,0.0
6382,Fallout Shelter,03-29-2017,0.0,0.0,0.0
6383,Factorio,02-25-2016,20.0,20.0,0.0
6384,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
6385,Stellaris,05-9-2016,39.99,39.99,0.0
6386,RimWorld,07-15-2016,29.99,29.99,0.0
6387,Portal Knights,02-25-2016,14.99,11.24,25.02
6388,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
6389,TERA,05-5-2015,0.0,0.0,0.0
6390,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
6391,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
6392,Stardew Valley,02-26-2016,14.99,14.99,0.0
6393,Bayonetta,04-11-2017,19.99,19.99,0.0
6394,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
6395,LEGO Batman,10-10-2008,19.99,4.99,75.04
6396,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
6397,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
6398,Silence,11-15-2016,29.99,14.99,50.02
6399,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
6400,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
6401,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
6402,Outlast 2,04-24-2017,29.99,29.99,0.0
6403,SMITE,09-8-2015,0.0,0.0,0.0
6404,Rocket League,07-6-2015,19.99,19.99,0.0
6405,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
6406,Warframe,03-25-2013,0.0,0.0,0.0
6407,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
6408,The Long Dark,09-22-2014,19.99,9.99,50.03
6409,NieR:Automata ,03-17-2017,59.99,59.99,0.0
6410,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
6411,Team Fortress 2,10-10-2007,0.0,0.0,0.0
6412,War Thunder,08-15-2013,0.0,0.0,0.0
6413,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
6414,Space Engineers,10-23-2013,24.99,24.99,0.0
6415,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
6416,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
6417,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
6418,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
6419,Dota 2,07-9-2013,0.0,0.0,0.0
6420,Earthfall,04-26-2017,29.99,29.99,0.0
6421,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
6422,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
6423,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
6424,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
6425,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
6426,Street Fighter V,02-15-2016,39.99,39.99,0.0
6427,Star Trek Online,01-31-2012,0.0,0.0,0.0
6428,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
6429,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
6430,Scanner Sombre,04-26-2017,11.99,9.59,20.02
6431,Path of Exile,10-23-2013,0.0,0.0,0.0
6432,Fallout Shelter,03-29-2017,0.0,0.0,0.0
6433,Factorio,02-25-2016,20.0,20.0,0.0
6434,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
6435,Stellaris,05-9-2016,39.99,39.99,0.0
6436,RimWorld,07-15-2016,29.99,29.99,0.0
6437,Portal Knights,02-25-2016,14.99,11.24,25.02
6438,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
6439,TERA,05-5-2015,0.0,0.0,0.0
6440,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
6441,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
6442,Stardew Valley,02-26-2016,14.99,14.99,0.0
6443,Bayonetta,04-11-2017,19.99,19.99,0.0
6444,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
6445,LEGO Batman,10-10-2008,19.99,4.99,75.04
6446,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
6447,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
6448,Silence,11-15-2016,29.99,14.99,50.02
6449,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
6450,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
6451,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
6452,Outlast 2,04-24-2017,29.99,29.99,0.0
6453,SMITE,09-8-2015,0.0,0.0,0.0
6454,Rocket League,07-6-2015,19.99,19.99,0.0
6455,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
6456,Warframe,03-25-2013,0.0,0.0,0.0
6457,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
6458,The Long Dark,09-22-2014,19.99,9.99,50.03
6459,NieR:Automata ,03-17-2017,59.99,59.99,0.0
6460,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
6461,Team Fortress 2,10-10-2007,0.0,0.0,0.0
6462,War Thunder,08-15-2013,0.0,0.0,0.0
6463,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
6464,Space Engineers,10-23-2013,24.99,24.99,0.0
6465,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
6466,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
6467,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
6468,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
6469,Dota 2,07-9-2013,0.0,0.0,0.0
6470,Earthfall,04-26-2017,29.99,29.99,0.0
6471,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
6472,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
6473,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
6474,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
6475,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
6476,Street Fighter V,02-15-2016,39.99,39.99,0.0
6477,Star Trek Online,01-31-2012,0.0,0.0,0.0
6478,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
6479,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
6480,Scanner Sombre,04-26-2017,11.99,9.59,20.02
6481,Path of Exile,10-23-2013,0.0,0.0,0.0
6482,Fallout Shelter,03-29-2017,0.0,0.0,0.0
6483,Factorio,02-25-2016,20.0,20.0,0.0
6484,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
6485,Stellaris,05-9-2016,39.99,39.99,0.0
6486,RimWorld,07-15-2016,29.99,29.99,0.0
6487,Portal Knights,02-25-2016,14.99,11.24,25.02
6488,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
6489,TERA,05-5-2015,0.0,0.0,0.0
6490,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
6491,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
6492,Stardew Valley,02-26-2016,14.99,14.99,0.0
6493,Bayonetta,04-11-2017,19.99,19.99,0.0
6494,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
6495,LEGO Batman,10-10-2008,19.99,4.99,75.04
6496,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
6497,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
6498,Silence,11-15-2016,29.99,14.99,50.02
6499,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
6500,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
6501,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
6502,Outlast 2,04-24-2017,29.99,29.99,0.0
6503,SMITE,09-8-2015,0.0,0.0,0.0
6504,Rocket League,07-6-2015,19.99,19.99,0.0
6505,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
6506,Warframe,03-25-2013,0.0,0.0,0.0
6507,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
6508,The Long Dark,09-22-2014,19.99,9.99,50.03
6509,NieR:Automata ,03-17-2017,59.99,59.99,0.0
6510,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
6511,Team Fortress 2,10-10-2007,0.0,0.0,0.0
6512,War Thunder,08-15-2013,0.0,0.0,0.0
6513,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
6514,Space Engineers,10-23-2013,24.99,24.99,0.0
6515,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
6516,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
6517,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
6518,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
6519,Dota 2,07-9-2013,0.0,0.0,0.0
6520,Earthfall,04-26-2017,29.99,29.99,0.0
6521,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
6522,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
6523,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
6524,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
6525,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
6526,Street Fighter V,02-15-2016,39.99,39.99,0.0
6527,Star Trek Online,01-31-2012,0.0,0.0,0.0
6528,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
6529,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
6530,Scanner Sombre,04-26-2017,11.99,9.59,20.02
6531,Path of Exile,10-23-2013,0.0,0.0,0.0
6532,Fallout Shelter,03-29-2017,0.0,0.0,0.0
6533,Factorio,02-25-2016,20.0,20.0,0.0
6534,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
6535,Stellaris,05-9-2016,39.99,39.99,0.0
6536,RimWorld,07-15-2016,29.99,29.99,0.0
6537,Portal Knights,02-25-2016,14.99,11.24,25.02
6538,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
6539,TERA,05-5-2015,0.0,0.0,0.0
6540,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
6541,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
6542,Stardew Valley,02-26-2016,14.99,14.99,0.0
6543,Bayonetta,04-11-2017,19.99,19.99,0.0
6544,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
6545,LEGO Batman,10-10-2008,19.99,4.99,75.04
6546,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
6547,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
6548,Silence,11-15-2016,29.99,14.99,50.02
6549,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
6550,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
6551,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
6552,Outlast 2,04-24-2017,29.99,29.99,0.0
6553,SMITE,09-8-2015,0.0,0.0,0.0
6554,Rocket League,07-6-2015,19.99,19.99,0.0
6555,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
6556,Warframe,03-25-2013,0.0,0.0,0.0
6557,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
6558,The Long Dark,09-22-2014,19.99,9.99,50.03
6559,NieR:Automata ,03-17-2017,59.99,59.99,0.0
6560,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
6561,Team Fortress 2,10-10-2007,0.0,0.0,0.0
6562,War Thunder,08-15-2013,0.0,0.0,0.0
6563,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
6564,Space Engineers,10-23-2013,24.99,24.99,0.0
6565,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
6566,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
6567,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
6568,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
6569,Dota 2,07-9-2013,0.0,0.0,0.0
6570,Earthfall,04-26-2017,29.99,29.99,0.0
6571,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
6572,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
6573,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
6574,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
6575,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
6576,Street Fighter V,02-15-2016,39.99,39.99,0.0
6577,Star Trek Online,01-31-2012,0.0,0.0,0.0
6578,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
6579,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
6580,Scanner Sombre,04-26-2017,11.99,9.59,20.02
6581,Path of Exile,10-23-2013,0.0,0.0,0.0
6582,Fallout Shelter,03-29-2017,0.0,0.0,0.0
6583,Factorio,02-25-2016,20.0,20.0,0.0
6584,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
6585,Stellaris,05-9-2016,39.99,39.99,0.0
6586,RimWorld,07-15-2016,29.99,29.99,0.0
6587,Portal Knights,02-25-2016,14.99,11.24,25.02
6588,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
6589,TERA,05-5-2015,0.0,0.0,0.0
6590,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
6591,The Elder Scrolls V: Skyrim Special Edition,10-27-2016,39.99,39.99,0.0
6592,Stardew Valley,02-26-2016,14.99,14.99,0.0
6593,Bayonetta,04-11-2017,19.99,19.99,0.0
6594,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
6595,LEGO Batman,10-10-2008,19.99,4.99,75.04
