,Name,rel_date,orig_price,discounted_price,discount%
3210,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3211,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3212,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3213,Space Engineers,10-23-2013,24.99,7.49,70.03
3214,War Thunder,08-15-2013,0.0,0.0,0.0
3215,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3216,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3217,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3218,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3219,Dota 2,07-9-2013,0.0,0.0,0.0
3220,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3221,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3222,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3223,Earthfall,04-26-2017,29.99,29.99,0.0
3224,Street Fighter V,02-15-2016,39.99,39.99,0.0
3225,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3226,Path of Exile,10-23-2013,0.0,0.0,0.0
3227,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3228,Star Trek Online,01-31-2012,0.0,0.0,0.0
3229,Earthfall,04-26-2017,29.99,29.99,0.0
3230,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3231,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3232,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3233,Factorio,02-25-2016,20.0,20.0,0.0
3234,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3235,TERA,05-5-2015,0.0,0.0,0.0
3236,Stardew Valley,02-26-2016,14.99,14.99,0.0
3237,Stellaris,05-9-2016,39.99,39.99,0.0
3238,RimWorld,07-15-2016,29.99,29.99,0.0
3239,Portal Knights,02-25-2016,14.99,11.24,25.02
3240,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3241,NBA 2K17,09-20-2016,59.99,59.99,0.0
3242,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3243,LEGO Batman,10-10-2008,19.99,4.99,75.04
3244,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3245,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3246,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3247,Silence,11-15-2016,29.99,14.99,50.02
3248,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3249,Bayonetta,04-11-2017,19.99,19.99,0.0
3250,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3251,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3252,Outlast 2,04-24-2017,29.99,29.99,0.0
3253,SMITE,09-8-2015,0.0,0.0,0.0
3254,Rocket League,07-6-2015,19.99,19.99,0.0
3255,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3256,The Long Dark,09-22-2014,19.99,9.99,50.03
3257,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3258,Warframe,03-25-2013,0.0,0.0,0.0
3259,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3260,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3261,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3262,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3263,Space Engineers,10-23-2013,24.99,7.49,70.03
3264,War Thunder,08-15-2013,0.0,0.0,0.0
3265,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3266,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3267,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3268,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3269,Dota 2,07-9-2013,0.0,0.0,0.0
3270,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3271,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3272,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3273,Earthfall,04-26-2017,29.99,29.99,0.0
3274,Street Fighter V,02-15-2016,39.99,39.99,0.0
3275,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3276,Path of Exile,10-23-2013,0.0,0.0,0.0
3277,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3278,Star Trek Online,01-31-2012,0.0,0.0,0.0
3279,Earthfall,04-26-2017,29.99,29.99,0.0
3280,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3281,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3282,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3283,Factorio,02-25-2016,20.0,20.0,0.0
3284,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3285,TERA,05-5-2015,0.0,0.0,0.0
3286,Stardew Valley,02-26-2016,14.99,14.99,0.0
3287,Stellaris,05-9-2016,39.99,39.99,0.0
3288,RimWorld,07-15-2016,29.99,29.99,0.0
3289,Portal Knights,02-25-2016,14.99,11.24,25.02
3290,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3291,NBA 2K17,09-20-2016,59.99,59.99,0.0
3292,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3293,LEGO Batman,10-10-2008,19.99,4.99,75.04
3294,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3295,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3296,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3297,Silence,11-15-2016,29.99,14.99,50.02
3298,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3299,Bayonetta,04-11-2017,19.99,19.99,0.0
3300,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3301,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3302,Outlast 2,04-24-2017,29.99,29.99,0.0
3303,SMITE,09-8-2015,0.0,0.0,0.0
3304,Rocket League,07-6-2015,19.99,19.99,0.0
3305,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3306,The Long Dark,09-22-2014,19.99,9.99,50.03
3307,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3308,Warframe,03-25-2013,0.0,0.0,0.0
3309,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3310,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3311,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3312,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3313,Space Engineers,10-23-2013,24.99,7.49,70.03
3314,War Thunder,08-15-2013,0.0,0.0,0.0
3315,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3316,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3317,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3318,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3319,Dota 2,07-9-2013,0.0,0.0,0.0
3320,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3321,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3322,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3323,Earthfall,04-26-2017,29.99,29.99,0.0
3324,Street Fighter V,02-15-2016,39.99,39.99,0.0
3325,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3326,Path of Exile,10-23-2013,0.0,0.0,0.0
3327,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3328,Star Trek Online,01-31-2012,0.0,0.0,0.0
3329,Earthfall,04-26-2017,29.99,29.99,0.0
3330,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3331,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3332,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3333,Factorio,02-25-2016,20.0,20.0,0.0
3334,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3335,TERA,05-5-2015,0.0,0.0,0.0
3336,Stardew Valley,02-26-2016,14.99,14.99,0.0
3337,Stellaris,05-9-2016,39.99,39.99,0.0
3338,RimWorld,07-15-2016,29.99,29.99,0.0
3339,Portal Knights,02-25-2016,14.99,11.24,25.02
3340,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3341,NBA 2K17,09-20-2016,59.99,59.99,0.0
3342,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3343,LEGO Batman,10-10-2008,19.99,4.99,75.04
3344,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3345,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3346,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3347,Silence,11-15-2016,29.99,14.99,50.02
3348,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3349,Bayonetta,04-11-2017,19.99,19.99,0.0
3350,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3351,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3352,Outlast 2,04-24-2017,29.99,29.99,0.0
3353,SMITE,09-8-2015,0.0,0.0,0.0
3354,Rocket League,07-6-2015,19.99,19.99,0.0
3355,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3356,The Long Dark,09-22-2014,19.99,9.99,50.03
3357,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3358,Warframe,03-25-2013,0.0,0.0,0.0
3359,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3360,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3361,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3362,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3363,Space Engineers,10-23-2013,24.99,7.49,70.03
3364,War Thunder,08-15-2013,0.0,0.0,0.0
3365,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3366,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3367,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3368,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3369,Dota 2,07-9-2013,0.0,0.0,0.0
3370,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3371,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3372,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3373,Earthfall,04-26-2017,29.99,29.99,0.0
3374,Street Fighter V,02-15-2016,39.99,39.99,0.0
3375,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3376,Path of Exile,10-23-2013,0.0,0.0,0.0
3377,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3378,Star Trek Online,01-31-2012,0.0,0.0,0.0
3379,Earthfall,04-26-2017,29.99,29.99,0.0
3380,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3381,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3382,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3383,Factorio,02-25-2016,20.0,20.0,0.0
3384,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3385,TERA,05-5-2015,0.0,0.0,0.0
3386,Stardew Valley,02-26-2016,14.99,14.99,0.0
3387,Stellaris,05-9-2016,39.99,39.99,0.0
3388,RimWorld,07-15-2016,29.99,29.99,0.0
3389,Portal Knights,02-25-2016,14.99,11.24,25.02
3390,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3391,NBA 2K17,09-20-2016,59.99,59.99,0.0
3392,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3393,LEGO Batman,10-10-2008,19.99,4.99,75.04
3394,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3395,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3396,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3397,Silence,11-15-2016,29.99,14.99,50.02
3398,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3399,Bayonetta,04-11-2017,19.99,19.99,0.0
3400,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3401,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3402,Outlast 2,04-24-2017,29.99,29.99,0.0
3403,SMITE,09-8-2015,0.0,0.0,0.0
3404,Rocket League,07-6-2015,19.99,19.99,0.0
3405,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3406,The Long Dark,09-22-2014,19.99,9.99,50.03
3407,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3408,Warframe,03-25-2013,0.0,0.0,0.0
3409,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3410,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3411,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3412,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3413,Space Engineers,10-23-2013,24.99,7.49,70.03
3414,War Thunder,08-15-2013,0.0,0.0,0.0
3415,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3416,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3417,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3418,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3419,Dota 2,07-9-2013,0.0,0.0,0.0
3420,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3421,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3422,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3423,Earthfall,04-26-2017,29.99,29.99,0.0
3424,Street Fighter V,02-15-2016,39.99,39.99,0.0
3425,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3426,Path of Exile,10-23-2013,0.0,0.0,0.0
3427,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3428,Star Trek Online,01-31-2012,0.0,0.0,0.0
3429,Earthfall,04-26-2017,29.99,29.99,0.0
3430,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3431,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3432,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3433,Factorio,02-25-2016,20.0,20.0,0.0
3434,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3435,TERA,05-5-2015,0.0,0.0,0.0
3436,Stardew Valley,02-26-2016,14.99,14.99,0.0
3437,Stellaris,05-9-2016,39.99,39.99,0.0
3438,RimWorld,07-15-2016,29.99,29.99,0.0
3439,Portal Knights,02-25-2016,14.99,11.24,25.02
3440,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3441,NBA 2K17,09-20-2016,59.99,59.99,0.0
3442,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3443,LEGO Batman,10-10-2008,19.99,4.99,75.04
3444,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3445,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3446,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3447,Silence,11-15-2016,29.99,14.99,50.02
3448,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3449,Bayonetta,04-11-2017,19.99,19.99,0.0
3450,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3451,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3452,Outlast 2,04-24-2017,29.99,29.99,0.0
3453,SMITE,09-8-2015,0.0,0.0,0.0
3454,Rocket League,07-6-2015,19.99,19.99,0.0
3455,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3456,The Long Dark,09-22-2014,19.99,9.99,50.03
3457,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3458,Warframe,03-25-2013,0.0,0.0,0.0
3459,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3460,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3461,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3462,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3463,Space Engineers,10-23-2013,24.99,7.49,70.03
3464,War Thunder,08-15-2013,0.0,0.0,0.0
3465,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3466,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3467,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3468,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3469,Dota 2,07-9-2013,0.0,0.0,0.0
3470,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3471,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3472,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3473,Earthfall,04-26-2017,29.99,29.99,0.0
3474,Street Fighter V,02-15-2016,39.99,39.99,0.0
3475,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3476,Path of Exile,10-23-2013,0.0,0.0,0.0
3477,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3478,Star Trek Online,01-31-2012,0.0,0.0,0.0
3479,Earthfall,04-26-2017,29.99,29.99,0.0
3480,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3481,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3482,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3483,Factorio,02-25-2016,20.0,20.0,0.0
3484,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3485,TERA,05-5-2015,0.0,0.0,0.0
3486,Stardew Valley,02-26-2016,14.99,14.99,0.0
3487,Stellaris,05-9-2016,39.99,39.99,0.0
3488,RimWorld,07-15-2016,29.99,29.99,0.0
3489,Portal Knights,02-25-2016,14.99,11.24,25.02
3490,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3491,NBA 2K17,09-20-2016,59.99,59.99,0.0
3492,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3493,LEGO Batman,10-10-2008,19.99,4.99,75.04
3494,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3495,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3496,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3497,Silence,11-15-2016,29.99,14.99,50.02
3498,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3499,Bayonetta,04-11-2017,19.99,19.99,0.0
3500,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3501,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3502,Outlast 2,04-24-2017,29.99,29.99,0.0
3503,SMITE,09-8-2015,0.0,0.0,0.0
3504,Rocket League,07-6-2015,19.99,19.99,0.0
3505,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3506,The Long Dark,09-22-2014,19.99,9.99,50.03
3507,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3508,Warframe,03-25-2013,0.0,0.0,0.0
3509,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3510,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3511,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3512,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3513,Space Engineers,10-23-2013,24.99,7.49,70.03
3514,War Thunder,08-15-2013,0.0,0.0,0.0
3515,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3516,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3517,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3518,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3519,Dota 2,07-9-2013,0.0,0.0,0.0
3520,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3521,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3522,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3523,Earthfall,04-26-2017,29.99,29.99,0.0
3524,Street Fighter V,02-15-2016,39.99,39.99,0.0
3525,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3526,Path of Exile,10-23-2013,0.0,0.0,0.0
3527,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3528,Star Trek Online,01-31-2012,0.0,0.0,0.0
3529,Earthfall,04-26-2017,29.99,29.99,0.0
3530,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3531,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3532,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3533,Factorio,02-25-2016,20.0,20.0,0.0
3534,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3535,TERA,05-5-2015,0.0,0.0,0.0
3536,Stardew Valley,02-26-2016,14.99,14.99,0.0
3537,Stellaris,05-9-2016,39.99,39.99,0.0
3538,RimWorld,07-15-2016,29.99,29.99,0.0
3539,Portal Knights,02-25-2016,14.99,11.24,25.02
3540,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3541,NBA 2K17,09-20-2016,59.99,59.99,0.0
3542,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3543,LEGO Batman,10-10-2008,19.99,4.99,75.04
3544,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3545,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3546,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3547,Silence,11-15-2016,29.99,14.99,50.02
3548,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3549,Bayonetta,04-11-2017,19.99,19.99,0.0
3550,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3551,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3552,Outlast 2,04-24-2017,29.99,29.99,0.0
3553,SMITE,09-8-2015,0.0,0.0,0.0
3554,Rocket League,07-6-2015,19.99,19.99,0.0
3555,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3556,The Long Dark,09-22-2014,19.99,9.99,50.03
3557,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3558,Warframe,03-25-2013,0.0,0.0,0.0
3559,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3560,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3561,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3562,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3563,Space Engineers,10-23-2013,24.99,7.49,70.03
3564,War Thunder,08-15-2013,0.0,0.0,0.0
3565,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3566,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3567,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3568,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3569,Dota 2,07-9-2013,0.0,0.0,0.0
3570,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3571,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3572,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3573,Earthfall,04-26-2017,29.99,29.99,0.0
3574,Street Fighter V,02-15-2016,39.99,39.99,0.0
3575,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3576,Path of Exile,10-23-2013,0.0,0.0,0.0
3577,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3578,Star Trek Online,01-31-2012,0.0,0.0,0.0
3579,Earthfall,04-26-2017,29.99,29.99,0.0
3580,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3581,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3582,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3583,Factorio,02-25-2016,20.0,20.0,0.0
3584,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3585,TERA,05-5-2015,0.0,0.0,0.0
3586,Stardew Valley,02-26-2016,14.99,14.99,0.0
3587,Stellaris,05-9-2016,39.99,39.99,0.0
3588,RimWorld,07-15-2016,29.99,29.99,0.0
3589,Portal Knights,02-25-2016,14.99,11.24,25.02
3590,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3591,NBA 2K17,09-20-2016,59.99,59.99,0.0
3592,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3593,LEGO Batman,10-10-2008,19.99,4.99,75.04
3594,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3595,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3596,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3597,Silence,11-15-2016,29.99,14.99,50.02
3598,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3599,Bayonetta,04-11-2017,19.99,19.99,0.0
3600,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3601,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3602,Outlast 2,04-24-2017,29.99,29.99,0.0
3603,SMITE,09-8-2015,0.0,0.0,0.0
3604,Rocket League,07-6-2015,19.99,19.99,0.0
3605,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3606,The Long Dark,09-22-2014,19.99,9.99,50.03
3607,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3608,Warframe,03-25-2013,0.0,0.0,0.0
3609,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3610,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3611,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3612,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3613,Space Engineers,10-23-2013,24.99,7.49,70.03
3614,War Thunder,08-15-2013,0.0,0.0,0.0
3615,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3616,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3617,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3618,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3619,Dota 2,07-9-2013,0.0,0.0,0.0
3620,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3621,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3622,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3623,Earthfall,04-26-2017,29.99,29.99,0.0
3624,Street Fighter V,02-15-2016,39.99,39.99,0.0
3625,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3626,Path of Exile,10-23-2013,0.0,0.0,0.0
3627,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3628,Star Trek Online,01-31-2012,0.0,0.0,0.0
